source,target,source_models,target_models,edge_width
_lactaris_ATCC_29176_5,Marvinbryantia_formatexigens_0,Ruminococcus_lactaris_ATCC_29176,Marvinbryantia_formatexigens_I_52_DSM_14469,-0.139168323911708
_lactaris_ATCC_29176_5,Blautia_hansenii_DSM_20583_4,Ruminococcus_lactaris_ATCC_29176,Blautia_hansenii_VPI_C7_24_DSM_20583,0.175870646880947
_lactaris_ATCC_29176_5,Blautia_hansenii_DSM_20583_5,Ruminococcus_lactaris_ATCC_29176,Blautia_hansenii_VPI_C7_24_DSM_20583,-0.0353214038055554
_lactaris_ATCC_29176_5,_methoxybenzovorans_SR3_7,Ruminococcus_lactaris_ATCC_29176,Clostridium_methoxybenzovorans_SR3,0.121518042353072
_lactaris_ATCC_29176_5,_gnavus_ATCC_29149_4,Ruminococcus_lactaris_ATCC_29176,Ruminococcus_gnavus_ATCC_29149,0.0450961088479764
_lactaris_ATCC_29176_5,_methylpentosum_12,Ruminococcus_lactaris_ATCC_29176,Clostridium_methylpentosum_R2_DSM_5476,0.0492118034339416
_lactaris_ATCC_29176_5,Marvinbryantia_formatexigens_1,Ruminococcus_lactaris_ATCC_29176,Marvinbryantia_formatexigens_I_52_DSM_14469,-0.0692333287036114
_lactaris_ATCC_29176_5,Pseudoflavonifractor_capillosus_ATCC_29799_6,Ruminococcus_lactaris_ATCC_29176,Pseudoflavonifractor_capillosus_strain_ATCC_29799,0.0463016287873618
_lactaris_ATCC_29176_5,Blautia_hansenii_DSM_20583_7,Ruminococcus_lactaris_ATCC_29176,Blautia_hansenii_VPI_C7_24_DSM_20583,-0.0441838631413926
_lactaris_ATCC_29176_5,_lactaris_ATCC_29176_8,Ruminococcus_lactaris_ATCC_29176,Ruminococcus_lactaris_ATCC_29176,0.172710590566159
_lactaris_ATCC_29176_5,_lactaris_ATCC_29176_9,Ruminococcus_lactaris_ATCC_29176,Ruminococcus_lactaris_ATCC_29176,0.0850893328664598
_lactaris_ATCC_29176_5,Pseudoflavonifractor_capillosus_ATCC_29799_12,Ruminococcus_lactaris_ATCC_29176,Pseudoflavonifractor_capillosus_strain_ATCC_29799,0.361949626996406
_lactaris_ATCC_29176_5,_hylemonae_DSM_15053_3,Ruminococcus_lactaris_ATCC_29176,Clostridium_hylemonae_DSM_15053,0.0059189875581917
_lactaris_ATCC_29176_5,_hylemonae_DSM_15053_5,Ruminococcus_lactaris_ATCC_29176,Clostridium_hylemonae_DSM_15053,0.0233816060104199
_lactaris_ATCC_29176_5,Anaerostipes_caccae_L192_1,Ruminococcus_lactaris_ATCC_29176,Anaerostipes_caccae_DSM_14662,0.0391078356102276
_lactaris_ATCC_29176_5,_methylpentosum_32,Ruminococcus_lactaris_ATCC_29176,Clostridium_methylpentosum_R2_DSM_5476,0.0043760648998877
_eligens_ATCC_27750_2,Lachnospira_multipara_ATCC_19207_4,Eubacterium_eligens_ATCC_27750,Lachnospira_multipara_ATCC_19207,0.0162676858443548
_eligens_ATCC_27750_2,_eligens_ATCC_27750_6,Eubacterium_eligens_ATCC_27750,Eubacterium_eligens_ATCC_27750,0.03392965102135
_eligens_ATCC_27750_2,_methylpentosum_15,Eubacterium_eligens_ATCC_27750,Clostridium_methylpentosum_R2_DSM_5476,-0.0605926175900328
_eligens_ATCC_27750_2,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_13,Eubacterium_eligens_ATCC_27750,Clostridium_cellobioparum_DSM_1351,-0.007008881708669
_eligens_ATCC_27750_2,Unidentified_Christensenellaceae_R-7_group_4,Eubacterium_eligens_ATCC_27750,Unidentified_Christensenellaceae_R-7_group_4,-0.038671061166231
_eligens_ATCC_27750_2,_methoxybenzovorans_SR3_20,Eubacterium_eligens_ATCC_27750,Clostridium_methoxybenzovorans_SR3,0.0075348699494422
_eligens_ATCC_27750_2,Blautia_hansenii_DSM_20583_9,Eubacterium_eligens_ATCC_27750,Blautia_hansenii_VPI_C7_24_DSM_20583,0.0174294987504745
_eligens_ATCC_27750_2,_methoxybenzovorans_SR3_29,Eubacterium_eligens_ATCC_27750,Clostridium_methoxybenzovorans_SR3,-0.0114805679184566
_eligens_ATCC_27750_2,Holdemania_filiformis_0,Eubacterium_eligens_ATCC_27750,Holdemania_filiformis_VPI_J1_31B_1_DSM_12042,-0.0844015294691308
_eligens_ATCC_27750_2,Acetivibrio_clariflavus_DSM_19732_9,Eubacterium_eligens_ATCC_27750,Clostridium_clariflavum_DSM_19732,-0.0064416414493717
_methoxybenzovorans_SR3_3,Ruminococcus_champanellensis_18P13_JCM_17042_3,Clostridium_methoxybenzovorans_SR3,Ruminococcus_champanellensis_18P13,0.0076869753336251
_methoxybenzovorans_SR3_3,_rectale_ATCC_33656_3,Clostridium_methoxybenzovorans_SR3,Eubacterium_rectale_ATCC_33656,0.000734893469709
_methoxybenzovorans_SR3_3,Marvinbryantia_formatexigens_0,Clostridium_methoxybenzovorans_SR3,Marvinbryantia_formatexigens_I_52_DSM_14469,-0.0383002589890706
_methoxybenzovorans_SR3_3,Sutterella_parvirubra_YIT_11816_1,Clostridium_methoxybenzovorans_SR3,Sutterella_parvirubra_YIT_11816,-0.0698045567064938
_methoxybenzovorans_SR3_3,Ruminococcus_champanellensis_18P13_JCM_17042_7,Clostridium_methoxybenzovorans_SR3,Ruminococcus_champanellensis_18P13,0.0230540960259736
_methoxybenzovorans_SR3_3,Pseudoflavonifractor_capillosus_ATCC_29799_13,Clostridium_methoxybenzovorans_SR3,Pseudoflavonifractor_capillosus_strain_ATCC_29799,-0.0283175891244246
_methoxybenzovorans_SR3_3,Gordonibacter_pamelaeae_6,Clostridium_methoxybenzovorans_SR3,Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378,-0.10582312674602
_methoxybenzovorans_SR3_3,Lactobacillus_helveticus_DSM_20075_CGMCC_1.1877_0,Clostridium_methoxybenzovorans_SR3,Lactobacillus_helveticus_DSM_20075,-0.0135485281363653
Parasutterella_excrementihominis_YIT_11859_0,_gnavus_ATCC_29149_2,Parasutterella_excrementihominis_YIT_11859,Ruminococcus_gnavus_ATCC_29149,-0.0014265720155278
Parasutterella_excrementihominis_YIT_11859_0,Slackia_exigua_ATCC_700122_0,Parasutterella_excrementihominis_YIT_11859,Slackia_exigua_ATCC_700122,-0.0029399006721768
Parasutterella_excrementihominis_YIT_11859_0,Pseudoflavonifractor_capillosus_ATCC_29799_1,Parasutterella_excrementihominis_YIT_11859,Pseudoflavonifractor_capillosus_strain_ATCC_29799,-0.0052117287011806
Parasutterella_excrementihominis_YIT_11859_0,_methylpentosum_11,Parasutterella_excrementihominis_YIT_11859,Clostridium_methylpentosum_R2_DSM_5476,-0.0040782203975883
Parasutterella_excrementihominis_YIT_11859_0,Marvinbryantia_formatexigens_1,Parasutterella_excrementihominis_YIT_11859,Marvinbryantia_formatexigens_I_52_DSM_14469,-0.0373433448963908
Parasutterella_excrementihominis_YIT_11859_0,Blautia_obeum_ATCC_29174_8,Parasutterella_excrementihominis_YIT_11859,Blautia_obeum_ATCC_29174,-0.0325771503817941
Parasutterella_excrementihominis_YIT_11859_0,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_18,Parasutterella_excrementihominis_YIT_11859,Clostridium_cellobioparum_DSM_1351,-0.0157341101902053
Parasutterella_excrementihominis_YIT_11859_0,Roseburia_intestinalis_L182_2,Parasutterella_excrementihominis_YIT_11859,Roseburia_intestinalis_L1_82,-0.0042908904199707
Parasutterella_excrementihominis_YIT_11859_0,_methoxybenzovorans_SR3_23,Parasutterella_excrementihominis_YIT_11859,Clostridium_methoxybenzovorans_SR3,-0.0522196487935833
Parasutterella_excrementihominis_YIT_11859_0,Pediococcus_acidilactici_DSM_20284_1,Parasutterella_excrementihominis_YIT_11859,Pediococcus_acidilactici_DSM_20284,8.529715418093e-06
Parasutterella_excrementihominis_YIT_11859_0,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_31,Parasutterella_excrementihominis_YIT_11859,Clostridium_cellobioparum_DSM_1351,0.0429932712682806
Parasutterella_excrementihominis_YIT_11859_0,Gordonibacter_pamelaeae_5,Parasutterella_excrementihominis_YIT_11859,Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378,0.001161901300687
Roseburia_hominis_A2183_0,Ruminococcus_champanellensis_18P13_JCM_17042_5,Roseburia_hominis_A2_183,Ruminococcus_champanellensis_18P13,0.030049001479511
Roseburia_hominis_A2183_0,Blautia_obeum_ATCC_29174_5,Roseburia_hominis_A2_183,Blautia_obeum_ATCC_29174,-0.0240419987919763
Roseburia_hominis_A2183_0,Caldibacillus_thermoamylovorans_0,Roseburia_hominis_A2_183,Bacillus_thermoamylovorans,0.0084515714439183
Roseburia_hominis_A2183_0,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_15,Roseburia_hominis_A2_183,Clostridium_cellobioparum_DSM_1351,0.0265140030397431
Roseburia_hominis_A2183_0,Oxalobacter_formigenes_HOxBLS_0,Roseburia_hominis_A2_183,Oxalobacter_formigenes_HOxBLS,0.0029917291628052
Roseburia_hominis_A2183_0,Gordonibacter_pamelaeae_4,Roseburia_hominis_A2_183,Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378,-0.0651392466580248
Roseburia_hominis_A2183_0,_methoxybenzovorans_SR3_30,Roseburia_hominis_A2_183,Clostridium_methoxybenzovorans_SR3,-0.0133184589114651
Roseburia_hominis_A2183_0,Gemella_sanguinis_ATCC_700632_0,Roseburia_hominis_A2_183,Gemella_sanguinis_ATCC700632,-0.0049516261610136
Holdemanella_biformis_DSM_3989_0,Sutterella_parvirubra_YIT_11816_1,Eubacterium_biforme_DSM_3989,Sutterella_parvirubra_YIT_11816,0.0234880152002858
Holdemanella_biformis_DSM_3989_0,Eubacterium_sulci_ATCC_35585_0,Eubacterium_biforme_DSM_3989,Eubacterium_sulci_ATCC_35585,0.15050767944512
Holdemanella_biformis_DSM_3989_0,Methanosphaera_stadtmanae_DSM_3091_0,Eubacterium_biforme_DSM_3989,Methanosphaera_stadtmanae_DSM_3091,0.0070777667613991
Holdemanella_biformis_DSM_3989_0,Blautia_obeum_ATCC_29174_8,Eubacterium_biforme_DSM_3989,Blautia_obeum_ATCC_29174,0.0096369180756268
Holdemanella_biformis_DSM_3989_0,Streptococcus_infantis_ATCC_700779_0,Eubacterium_biforme_DSM_3989,Streptococcus_infantis_ATCC_700779,0.0506555791400928
Holdemanella_biformis_DSM_3989_0,Lactobacillus_gasseri_ATCC_33323_JCM_1131_0,Eubacterium_biforme_DSM_3989,Lactobacillus_gasseri_ATCC_33323,0.0005854819552471
Holdemanella_biformis_DSM_3989_0,Dialister_succinatiphilus_YIT_11850_0,Eubacterium_biforme_DSM_3989,Dialister_succinatiphilus_YIT_11850,0.0032244590291825
Holdemanella_biformis_DSM_3989_0,Alistipes_finegoldii_DSM_17242_5,Eubacterium_biforme_DSM_3989,Alistipes_finegoldii_DSM_17242,0.0150107534711465
Holdemanella_biformis_DSM_3989_0,Pseudoflavonifractor_capillosus_ATCC_29799_22,Eubacterium_biforme_DSM_3989,Pseudoflavonifractor_capillosus_strain_ATCC_29799,0.0287981244354178
Coprococcus_eutactus_ATCC_27759_1,Alistipes_finegoldii_DSM_17242_2,Coprococcus_eutactus_ATCC_27759,Alistipes_finegoldii_DSM_17242,0.0233181111322417
Coprococcus_eutactus_ATCC_27759_1,Ruminococcus_albus_7_DSM_20455_0,Coprococcus_eutactus_ATCC_27759,Ruminococcus_albus_7,0.0472303928055112
Coprococcus_eutactus_ATCC_27759_1,Raoultella_planticola_ATCC_33531_0,Coprococcus_eutactus_ATCC_27759,Raoultella_planticola_ATCC_33531,-0.0058757028276608
Coprococcus_eutactus_ATCC_27759_1,Holdemania_filiformis_0,Coprococcus_eutactus_ATCC_27759,Holdemania_filiformis_VPI_J1_31B_1_DSM_12042,-0.0133609984919916
Phascolarctobacterium_succinatutens_YIT_12067_0,Coprococcus_eutactus_ATCC_27759_2,Phascolarctobacterium_succinatutens_YIT_12067,Coprococcus_eutactus_ATCC_27759,-0.0305370583307961
Phascolarctobacterium_succinatutens_YIT_12067_0,_eligens_ATCC_27750_6,Phascolarctobacterium_succinatutens_YIT_12067,Eubacterium_eligens_ATCC_27750,0.0360989064530765
Phascolarctobacterium_succinatutens_YIT_12067_0,Terrisporobacter_glycolicus_ATCC_14880_DSM_1288_4,Phascolarctobacterium_succinatutens_YIT_12067,Clostridium_glycolicum_ATCC_14880,0.0365932414197147
Phascolarctobacterium_succinatutens_YIT_12067_0,Sutterella_parvirubra_YIT_11816_2,Phascolarctobacterium_succinatutens_YIT_12067,Sutterella_parvirubra_YIT_11816,0.0447258382101843
Phascolarctobacterium_succinatutens_YIT_12067_0,Unidentified_UCG-010_0,Phascolarctobacterium_succinatutens_YIT_12067,Unidentified_UCG-010_0,0.0132947071491515
Phascolarctobacterium_succinatutens_YIT_12067_0,Parabacteroides_distasonis_ATCC_8503_0,Phascolarctobacterium_succinatutens_YIT_12067,Parabacteroides_distasonis_ATCC_8503,0.0333671384032842
Phascolarctobacterium_succinatutens_YIT_12067_0,Clostridium_perfringens_ATCC_13124_7,Phascolarctobacterium_succinatutens_YIT_12067,Clostridium_perfringens_ATCC_13124,0.0045138734680481
Phascolarctobacterium_succinatutens_YIT_12067_0,Enterococcus_avium_ATCC_14025_0,Phascolarctobacterium_succinatutens_YIT_12067,Enterococcus_avium_ATCC_14025,0.0105401743788447
Phascolarctobacterium_succinatutens_YIT_12067_0,_methylpentosum_37,Phascolarctobacterium_succinatutens_YIT_12067,Clostridium_methylpentosum_R2_DSM_5476,0.0115966425218056
Phascolarctobacterium_succinatutens_YIT_12067_0,Lancefieldella_parvulum_DSM_20469_0,Phascolarctobacterium_succinatutens_YIT_12067,Atopobium_parvulum_DSM_20469,0.0017071879354398
_gnavus_ATCC_29149_2,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_9,Ruminococcus_gnavus_ATCC_29149,Clostridium_cellobioparum_DSM_1351,-0.0148486567912855
_gnavus_ATCC_29149_2,Unidentified_Rhodospirillales_0,Ruminococcus_gnavus_ATCC_29149,Unidentified_Rhodospirillales_0,-0.0062183386178705
_gnavus_ATCC_29149_2,_hylemonae_DSM_15053_2,Ruminococcus_gnavus_ATCC_29149,Clostridium_hylemonae_DSM_15053,-0.0116223874717322
_gnavus_ATCC_29149_2,Eubacterium_ventriosum_ATCC_27560_0,Ruminococcus_gnavus_ATCC_29149,Eubacterium_ventriosum_ATCC_27560,-0.0920198513505376
_gnavus_ATCC_29149_2,_methoxybenzovorans_SR3_27,Ruminococcus_gnavus_ATCC_29149,Clostridium_methoxybenzovorans_SR3,-0.0175719150014209
_gnavus_ATCC_29149_2,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_35,Ruminococcus_gnavus_ATCC_29149,Clostridium_cellobioparum_DSM_1351,-0.0071593484088065
_gnavus_ATCC_29149_2,Holdemania_filiformis_1,Ruminococcus_gnavus_ATCC_29149,Holdemania_filiformis_VPI_J1_31B_1_DSM_12042,-0.0374910444486745
Coprococcus_eutactus_ATCC_27759_2,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_28,Coprococcus_eutactus_ATCC_27759,Clostridium_cellobioparum_DSM_1351,0.0371540450165661
Coprococcus_eutactus_ATCC_27759_2,_methoxybenzovorans_SR3_31,Coprococcus_eutactus_ATCC_27759,Clostridium_methoxybenzovorans_SR3,-0.0011979530813219
Coprococcus_eutactus_ATCC_27759_2,Unidentified_Christensenellaceae_R-7_group_12,Coprococcus_eutactus_ATCC_27759,Unidentified_Christensenellaceae_R-7_group_12,-0.0822774972206311
_lactaris_ATCC_29176_6,Agathobaculum_desmolans_ATCC_43058_0,Ruminococcus_lactaris_ATCC_29176,Eubacterium_desmolans_ATCC_43058,0.0041695462081635
_lactaris_ATCC_29176_6,Blautia_wexlerae_DSM_19850_2,Ruminococcus_lactaris_ATCC_29176,Blautia_wexlerae_DSM_19850,0.114028076629859
_lactaris_ATCC_29176_6,Blautia_hansenii_DSM_20583_7,Ruminococcus_lactaris_ATCC_29176,Blautia_hansenii_VPI_C7_24_DSM_20583,0.0090505046954567
_lactaris_ATCC_29176_6,Roseburia_hominis_A2183_1,Ruminococcus_lactaris_ATCC_29176,Roseburia_hominis_A2_183,0.0019480216242954
_lactaris_ATCC_29176_6,Blautia_obeum_ATCC_29174_7,Ruminococcus_lactaris_ATCC_29176,Blautia_obeum_ATCC_29174,0.14045661710376
_lactaris_ATCC_29176_6,_methylpentosum_30,Ruminococcus_lactaris_ATCC_29176,Clostridium_methylpentosum_R2_DSM_5476,-0.0423698455478103
_lactaris_ATCC_29176_6,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_35,Ruminococcus_lactaris_ATCC_29176,Clostridium_cellobioparum_DSM_1351,-0.0005400760748375
_lactaris_ATCC_29176_6,Acetivibrio_clariflavus_DSM_19732_8,Ruminococcus_lactaris_ATCC_29176,Clostridium_clariflavum_DSM_19732,-0.0026192389959536
_lactaris_ATCC_29176_6,_methylpentosum_40,Ruminococcus_lactaris_ATCC_29176,Clostridium_methylpentosum_R2_DSM_5476,-0.0551905596196737
_lactaris_ATCC_29176_6,Holdemania_filiformis_3,Ruminococcus_lactaris_ATCC_29176,Holdemania_filiformis_VPI_J1_31B_1_DSM_12042,-0.0364072059798777
_lactaris_ATCC_29176_6,Unidentified_Christensenellaceae_R-7_group_13,Ruminococcus_lactaris_ATCC_29176,Unidentified_Christensenellaceae_R-7_group_13,-0.0092000514594446
Phocaeicola_vulgatus_ATCC_8482_2,Clostridium_perfringens_ATCC_13124_2,Bacteroides_vulgatus_ATCC_8482,Clostridium_perfringens_ATCC_13124,-0.0325077996989552
Phocaeicola_vulgatus_ATCC_8482_2,Sutterella_parvirubra_YIT_11816_1,Bacteroides_vulgatus_ATCC_8482,Sutterella_parvirubra_YIT_11816,0.211305782944859
Phocaeicola_vulgatus_ATCC_8482_2,Lactobacillus_salivarius_HO66_ATCC_11741_0,Bacteroides_vulgatus_ATCC_8482,Lactobacillus_salivarius_HO66_ATCC_11741,0.0108795297616467
Phocaeicola_vulgatus_ATCC_8482_2,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_18,Bacteroides_vulgatus_ATCC_8482,Clostridium_cellobioparum_DSM_1351,-0.0020783013550147
Phocaeicola_vulgatus_ATCC_8482_2,Pseudoflavonifractor_capillosus_ATCC_29799_28,Bacteroides_vulgatus_ATCC_8482,Pseudoflavonifractor_capillosus_strain_ATCC_29799,0.0077140379307912
Phocaeicola_vulgatus_ATCC_8482_2,_methoxybenzovorans_SR3_37,Bacteroides_vulgatus_ATCC_8482,Clostridium_methoxybenzovorans_SR3,0.0048405583213393
Butyricicoccus_pullicaecorum_1.2_0,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_4,Butyricicoccus_pullicaecorum_1_2,Clostridium_cellobioparum_DSM_1351,-3.73796524483216e-06
Butyricicoccus_pullicaecorum_1.2_0,Lachnospira_multipara_ATCC_19207_5,Butyricicoccus_pullicaecorum_1_2,Lachnospira_multipara_ATCC_19207,0.0089325406301034
Butyricicoccus_pullicaecorum_1.2_0,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_13,Butyricicoccus_pullicaecorum_1_2,Clostridium_cellobioparum_DSM_1351,-0.00229394906459
Butyricicoccus_pullicaecorum_1.2_0,Roseburia_intestinalis_L182_1,Butyricicoccus_pullicaecorum_1_2,Roseburia_intestinalis_L1_82,0.0120618612876072
Butyricicoccus_pullicaecorum_1.2_0,Eubacterium_sulci_ATCC_35585_4,Butyricicoccus_pullicaecorum_1_2,Eubacterium_sulci_ATCC_35585,-0.0237995569533881
Butyricicoccus_pullicaecorum_1.2_0,Unidentified_Christensenellaceae_R-7_group_6,Butyricicoccus_pullicaecorum_1_2,Unidentified_Christensenellaceae_R-7_group_6,-0.0171396010160907
Butyricicoccus_pullicaecorum_1.2_0,Unidentified_Christensenellaceae_R-7_group_7,Butyricicoccus_pullicaecorum_1_2,Unidentified_Christensenellaceae_R-7_group_7,-0.0300915492256972
Butyricicoccus_pullicaecorum_1.2_0,_methoxybenzovorans_SR3_31,Butyricicoccus_pullicaecorum_1_2,Clostridium_methoxybenzovorans_SR3,-0.0071410084301116
Butyricicoccus_pullicaecorum_1.2_0,_methylpentosum_29,Butyricicoccus_pullicaecorum_1_2,Clostridium_methylpentosum_R2_DSM_5476,-0.0036662776627527
Butyricicoccus_pullicaecorum_1.2_0,_methylpentosum_33,Butyricicoccus_pullicaecorum_1_2,Clostridium_methylpentosum_R2_DSM_5476,0.0413495429696439
Subdoligranulum_variabile_DSM_15176_0,_methoxybenzovorans_SR3_4,Subdoligranulum_variabile_DSM_15176,Clostridium_methoxybenzovorans_SR3,-0.0069163523927289
Subdoligranulum_variabile_DSM_15176_0,Subdoligranulum_variabile_DSM_15176_1,Subdoligranulum_variabile_DSM_15176,Subdoligranulum_variabile_DSM_15176,0.0178713603505881
Subdoligranulum_variabile_DSM_15176_0,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_14,Subdoligranulum_variabile_DSM_15176,Clostridium_cellobioparum_DSM_1351,0.0121987765376546
Subdoligranulum_variabile_DSM_15176_0,Amedibacillus_dolichus_DSM_3991_1,Subdoligranulum_variabile_DSM_15176,Eubacterium_dolichum_DSM_3991,-0.271681106361009
Subdoligranulum_variabile_DSM_15176_0,Blautia_hansenii_DSM_20583_8,Subdoligranulum_variabile_DSM_15176,Blautia_hansenii_VPI_C7_24_DSM_20583,0.0765099860840695
Subdoligranulum_variabile_DSM_15176_0,_methoxybenzovorans_SR3_25,Subdoligranulum_variabile_DSM_15176,Clostridium_methoxybenzovorans_SR3,-0.023286796088297
Subdoligranulum_variabile_DSM_15176_0,Pseudoflavonifractor_capillosus_ATCC_29799_23,Subdoligranulum_variabile_DSM_15176,Pseudoflavonifractor_capillosus_strain_ATCC_29799,-0.0008447651080358
Subdoligranulum_variabile_DSM_15176_0,_methylpentosum_33,Subdoligranulum_variabile_DSM_15176,Clostridium_methylpentosum_R2_DSM_5476,-0.0813810557968033
Subdoligranulum_variabile_DSM_15176_0,_methylpentosum_36,Subdoligranulum_variabile_DSM_15176,Clostridium_methylpentosum_R2_DSM_5476,-0.040897167319162
Subdoligranulum_variabile_DSM_15176_0,Ruminococcus_champanellensis_18P13_JCM_17042_12,Subdoligranulum_variabile_DSM_15176,Ruminococcus_champanellensis_18P13,-0.0037306680577187
Subdoligranulum_variabile_DSM_15176_0,_leptum_DSM_753_1,Subdoligranulum_variabile_DSM_15176,Clostridium_leptum_DSM_753,-0.0161508666416059
Subdoligranulum_variabile_DSM_15176_0,_methylpentosum_40,Subdoligranulum_variabile_DSM_15176,Clostridium_methylpentosum_R2_DSM_5476,-0.102681869766468
Geobacillus_stearothermophilus_ATCC_7953_0,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_4,Geobacillus_stearothermophilus_ATCC_7953,Clostridium_cellobioparum_DSM_1351,0.0750215242583949
Geobacillus_stearothermophilus_ATCC_7953_0,Bacteroides_salyersiae_WAL_10018_DSM_18765_JCM_12988_0,Geobacillus_stearothermophilus_ATCC_7953,Bacteroides_salyersiae_WAL_10018,0.0155942273680691
Geobacillus_stearothermophilus_ATCC_7953_0,Desulfovibrio_piger_ATCC_29098_1,Geobacillus_stearothermophilus_ATCC_7953,Desulfovibrio_piger_ATCC_29098,0.0117580190378861
Geobacillus_stearothermophilus_ATCC_7953_0,Bifidobacterium_animalis_lactis_DSM_10140_1,Geobacillus_stearothermophilus_ATCC_7953,Bifidobacterium_animalis_lactis_DSM_10140,-0.0001406799746982
Geobacillus_stearothermophilus_ATCC_7953_0,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_12,Geobacillus_stearothermophilus_ATCC_7953,Clostridium_cellobioparum_DSM_1351,0.0389172606101884
Geobacillus_stearothermophilus_ATCC_7953_0,Ruminococcus_albus_7_DSM_20455_0,Geobacillus_stearothermophilus_ATCC_7953,Ruminococcus_albus_7,0.06233450033743
Geobacillus_stearothermophilus_ATCC_7953_0,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_17,Geobacillus_stearothermophilus_ATCC_7953,Clostridium_cellobioparum_DSM_1351,0.0215960460653127
Geobacillus_stearothermophilus_ATCC_7953_0,Sutterella_parvirubra_YIT_11816_2,Geobacillus_stearothermophilus_ATCC_7953,Sutterella_parvirubra_YIT_11816,-0.007547350092574
Geobacillus_stearothermophilus_ATCC_7953_0,Olsenella_uli_DSM_7084_1,Geobacillus_stearothermophilus_ATCC_7953,Olsenella_uli_DSM_7084,0.0526130723296408
Geobacillus_stearothermophilus_ATCC_7953_0,_methoxybenzovorans_SR3_28,Geobacillus_stearothermophilus_ATCC_7953,Clostridium_methoxybenzovorans_SR3,-0.0082386168667756
Geobacillus_stearothermophilus_ATCC_7953_0,Pseudoflavonifractor_capillosus_ATCC_29799_31,Geobacillus_stearothermophilus_ATCC_7953,Pseudoflavonifractor_capillosus_strain_ATCC_29799,-0.0024576958931771
Geobacillus_stearothermophilus_ATCC_7953_0,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_34,Geobacillus_stearothermophilus_ATCC_7953,Clostridium_cellobioparum_DSM_1351,-0.0362598981190809
Geobacillus_stearothermophilus_ATCC_7953_0,_methylpentosum_40,Geobacillus_stearothermophilus_ATCC_7953,Clostridium_methylpentosum_R2_DSM_5476,-0.0119979197302074
Geobacillus_stearothermophilus_ATCC_7953_0,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_41,Geobacillus_stearothermophilus_ATCC_7953,Clostridium_cellobioparum_DSM_1351,-0.037060156496033
Ruminococcus_champanellensis_18P13_JCM_17042_1,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_3,Ruminococcus_champanellensis_18P13,Clostridium_cellobioparum_DSM_1351,0.0716297258965053
Ruminococcus_champanellensis_18P13_JCM_17042_1,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_4,Ruminococcus_champanellensis_18P13,Clostridium_cellobioparum_DSM_1351,0.0459457870494054
Ruminococcus_champanellensis_18P13_JCM_17042_1,_methoxybenzovorans_SR3_5,Ruminococcus_champanellensis_18P13,Clostridium_methoxybenzovorans_SR3,0.0058853227031625
Ruminococcus_champanellensis_18P13_JCM_17042_1,Marvinbryantia_formatexigens_2,Ruminococcus_champanellensis_18P13,Marvinbryantia_formatexigens_I_52_DSM_14469,0.0191391523199302
Ruminococcus_champanellensis_18P13_JCM_17042_1,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_14,Ruminococcus_champanellensis_18P13,Clostridium_cellobioparum_DSM_1351,0.0005287707538585
Ruminococcus_champanellensis_18P13_JCM_17042_1,Alistipes_indistinctus_YIT_12060_2,Ruminococcus_champanellensis_18P13,Alistipes_indistinctus_YIT_12060,-0.0453950927539114
Ruminococcus_champanellensis_18P13_JCM_17042_1,_methoxybenzovorans_SR3_31,Ruminococcus_champanellensis_18P13,Clostridium_methoxybenzovorans_SR3,0.0117673866008658
Ruminococcus_champanellensis_18P13_JCM_17042_1,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_40,Ruminococcus_champanellensis_18P13,Clostridium_cellobioparum_DSM_1351,-0.0068652444130793
Alistipes_shahii_WAL_8301_0,Odoribacter_splanchnicus_DSM_20712_0,Alistipes_shahii_WAL_8301,Odoribacter_splanchnicus_1651_6_DSM_20712,0.0217996200312386
Alistipes_shahii_WAL_8301_0,_spiroforme_DSM_1552_2,Alistipes_shahii_WAL_8301,Clostridium_spiroforme_DSM_1552,-0.0057458988218223
